dataset,video_id,question_id,type,subtype,question,templ_values,answer,multiple choice,Number of answer alternatives
train,257,9840,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""piano""]",yes,yes/no,2
train,170,6560,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""dundun"", ""djembe""]",yes,yes/no,2
train,3,146,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""drums"", ""bass""]",yes,yes/no,2
train,85,3239,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""drums"", ""double bass""]",yes,yes/no,2
train,261,10035,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""accordion""]",yes,yes/no,2
train,258,9895,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""violin""]",yes,yes/no,2
train,259,9944,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""piano""]",yes,yes/no,2
train,242,9159,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""drum""]",yes,yes/no,2
train,2,105,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""drums"", ""bass""]",yes,yes/no,2
train,250,9519,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""drums""]",yes,yes/no,2
train,223,8465,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""harp""]",yes,yes/no,2
train,253,9658,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""piano""]",yes,yes/no,2
train,94,3632,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""accordion"", ""drum""]",yes,yes/no,2
train,172,6656,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""violin"", ""laouto""]",yes,yes/no,2
train,29,1180,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""saxophone"", ""guitar""]",yes,yes/no,2
train,288,11024,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""piano""]",yes,yes/no,2
train,285,10908,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""piano""]",yes,yes/no,2
train,106,4198,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""qanun"", ""outi""]",yes,yes/no,2
train,116,4595,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""trumpet""]",yes,yes/no,2
train,139,5473,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""saxophone"", ""drums""]",yes,yes/no,2
train,252,9606,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""guitar""]",yes,yes/no,2
train,118,4681,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""double bass"", ""guitar""]",yes,yes/no,2
train,221,8375,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""violin""]",yes,yes/no,2
train,26,1070,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""qanun"", ""outi""]",yes,yes/no,2
train,100,3911,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""saxophone"", ""guitar""]",yes,yes/no,2
train,99,3859,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""double bass""]",yes,yes/no,2
train,140,5509,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""saxophone"", ""drums""]",yes,yes/no,2
train,243,9203,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""violin""]",yes,yes/no,2
train,0,36,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""drums"", ""bass""]",yes,yes/no,2
train,114,4507,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""drums""]",yes,yes/no,2
train,115,4547,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""piano""]",yes,yes/no,2
train,292,11203,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""piano""]",yes,yes/no,2
train,260,9993,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""piano""]",yes,yes/no,2
train,174,6748,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""violin"", ""laouto""]",yes,yes/no,2
train,240,9084,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""piano""]",yes,yes/no,2
train,262,10087,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""piano""]",yes,yes/no,2
train,289,11073,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""piano""]",yes,yes/no,2
train,229,8685,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""voice"", ""saxophone""]",yes,yes/no,2
train,103,4052,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""dundun"", ""djembe""]",yes,yes/no,2
train,141,5544,Audio,Comparative,Is the <Object> louder than the <Object>?,"[""saxophone"", ""drums""]",yes,yes/no,2
train,212,8201,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""clap"", ""dance""]",no,yes/no,2
train,254,9702,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""piano"", ""voice""]",no,yes/no,2
train,229,8684,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""saxophone"", ""voice""]",no,yes/no,2
train,46,1730,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""violin"", ""cello""]",no,yes/no,2
train,194,7563,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drum"", ""dance""]",no,yes/no,2
train,148,5831,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""fiddle"", ""dance""]",no,yes/no,2
train,140,5508,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drums"", ""dance""]",no,yes/no,2
train,185,7188,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""violin"", ""dance""]",no,yes/no,2
train,193,7516,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""voice"", ""dance""]",no,yes/no,2
train,129,5113,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""guitar"", ""dancer""]",no,yes/no,2
train,174,6747,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""violin"", ""dancer""]",no,yes/no,2
train,248,9423,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""piano"", ""voice""]",no,yes/no,2
train,87,3320,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""outi"", ""accordion""]",no,yes/no,2
train,299,11477,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""guitar"", ""voice""]",no,yes/no,2
train,208,8049,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""guitar"", ""voice""]",no,yes/no,2
train,305,11694,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""piano"", ""voice""]",no,yes/no,2
train,209,8086,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drums"", ""dance""]",no,yes/no,2
train,246,9335,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""piano"", ""voice""]",no,yes/no,2
train,196,7639,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drum"", ""dance""]",no,yes/no,2
train,117,4640,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""shaker"", ""guitar""]",no,yes/no,2
train,48,1815,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""djembe"", ""dundun""]",no,yes/no,2
train,114,4506,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""voice"", ""drums""]",no,yes/no,2
train,64,2430,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""piano"", ""drums""]",no,yes/no,2
train,173,6706,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""violin"", ""dancer""]",no,yes/no,2
train,195,7602,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drum"", ""dance""]",no,yes/no,2
train,303,11610,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""piano"", ""voice""]",no,yes/no,2
train,180,6993,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""voice"", ""dance""]",no,yes/no,2
train,172,6655,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""violin"", ""dance""]",no,yes/no,2
train,204,7909,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""voice"", ""dance""]",no,yes/no,2
train,89,3409,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""fiddle"", ""uillean pipe""]",no,yes/no,2
train,189,7338,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""trombone"", ""dance""]",no,yes/no,2
train,101,3957,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""violin"", ""dancer""]",no,yes/no,2
train,84,3196,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drums"", ""guitar""]",no,yes/no,2
train,34,1365,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""violin"", ""fiddle""]",no,yes/no,2
train,99,3858,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""voice"", ""double bass""]",no,yes/no,2
train,105,4149,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""violin"", ""laouto""]",no,yes/no,2
train,188,7300,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""flute"", ""dance""]",no,yes/no,2
train,16,651,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""dundun"", ""djembe""]",no,yes/no,2
train,293,11251,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""guitar"", ""voice""]",no,yes/no,2
train,260,9992,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""piano"", ""voice""]",no,yes/no,2
train,282,10776,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""double bass"", ""voice""]",no,yes/no,2
train,291,11155,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""piano"", ""voice""]",no,yes/no,2
train,178,6910,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""voice"", ""dance""]",no,yes/no,2
train,116,4594,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""voice"", ""trumpet""]",no,yes/no,2
train,85,3238,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drums"", ""double bass""]",no,yes/no,2
train,179,6952,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""tsabouna"", ""dance""]",no,yes/no,2
train,234,8863,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""synthesizer"", ""voice""]",no,yes/no,2
train,197,7676,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drum"", ""dance""]",no,yes/no,2
train,88,3369,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""outi"", ""castanets""]",no,yes/no,2
train,259,9943,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""piano"", ""voice""]",no,yes/no,2
train,298,11432,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""synthesizer"", ""voice""]",no,yes/no,2
train,95,3671,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""trombone"", ""horn""]",no,yes/no,2
train,190,7383,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""chimes"", ""dance""]",no,yes/no,2
train,289,11072,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""piano"", ""voice""]",no,yes/no,2
train,115,4546,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""voice"", ""piano""]",no,yes/no,2
train,142,5577,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drums"", ""dance""]",no,yes/no,2
train,267,10229,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""guitar"", ""voice""]",no,yes/no,2
train,227,8584,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""sitar"", ""tabla""]",no,yes/no,2
train,160,6296,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""voice"", ""dance""]",no,yes/no,2
train,49,1863,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""guitar"", ""glockenspiel""]",no,yes/no,2
train,93,3590,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""fiddle"", ""accordion""]",no,yes/no,2
train,210,8127,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drums"", ""dance""]",no,yes/no,2
train,177,6870,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""violin"", ""dance""]",no,yes/no,2
train,90,3456,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""computer"", ""piano""]",no,yes/no,2
train,54,2053,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""djembe"", ""dundun""]",no,yes/no,2
train,242,9158,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drum"", ""voice""]",no,yes/no,2
train,253,9657,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""piano"", ""voice""]",no,yes/no,2
train,176,6831,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""violin"", ""dance""]",no,yes/no,2
train,154,6059,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""violin"", ""dance""]",no,yes/no,2
train,155,6097,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""accordion"", ""dance""]",no,yes/no,2
train,4,187,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drums"", ""bass""]",yes,yes/no,2
train,91,3497,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""piano"", ""computer""]",yes,yes/no,2
train,223,8464,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""violin"", ""voice""]",yes,yes/no,2
train,9,410,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""guitar"", ""voice""]",yes,yes/no,2
train,170,6559,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""djembe"", ""dance""]",yes,yes/no,2
train,245,9291,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""piano"", ""voice""]",yes,yes/no,2
train,74,2792,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""kendang"", ""saron""]",yes,yes/no,2
train,118,4680,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""double bass"", ""guitar""]",yes,yes/no,2
train,130,5156,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""guitar"", ""voice""]",yes,yes/no,2
train,224,8497,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""violin"", ""voice""]",yes,yes/no,2
train,24,970,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""djembe"", ""dundun""]",yes,yes/no,2
train,75,2834,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""kenong"", ""saron""]",yes,yes/no,2
train,128,5068,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drums"", ""dance""]",yes,yes/no,2
train,104,4101,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""dancer"", ""tsabouna""]",yes,yes/no,2
train,26,1069,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""qanun"", ""outi""]",yes,yes/no,2
train,247,9382,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""piano"", ""voice""]",yes,yes/no,2
train,113,4459,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drum"", ""outi""]",yes,yes/no,2
train,122,4837,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drum"", ""violin""]",yes,yes/no,2
train,92,3549,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""qanun"", ""clarinet""]",yes,yes/no,2
train,47,1773,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""dundun"", ""djembe""]",yes,yes/no,2
train,146,5751,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""fiddle"", ""dance""]",yes,yes/no,2
train,2,104,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drums"", ""bass""]",yes,yes/no,2
train,222,8415,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""violin"", ""voice""]",yes,yes/no,2
train,5,226,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drums"", ""bass""]",yes,yes/no,2
train,29,1179,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drums"", ""saxophone""]",yes,yes/no,2
train,62,2351,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""tuba"", ""euphonium""]",yes,yes/no,2
train,107,4244,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""dundun"", ""djembe""]",yes,yes/no,2
train,250,9518,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drums"", ""voice""]",yes,yes/no,2
train,143,5612,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drums"", ""dance""]",yes,yes/no,2
train,141,5543,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""drums"", ""dance""]",yes,yes/no,2
train,108,4286,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""tympani"", ""violin""]",yes,yes/no,2
train,156,6139,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""accordion"", ""dance""]",yes,yes/no,2
train,103,4051,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""dundun"", ""dancer""]",yes,yes/no,2
train,22,879,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""dundun"", ""djembe""]",yes,yes/no,2
train,63,2391,Audio,Comparative,Is the <Object> more rhythmic than the <Object>?,"[""tuba"", ""euphonium""]",yes,yes/no,2
train,118,4683,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""guitar"", ""left"", ""drums"", ""right""]",no,yes/no,2
train,25,1021,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""djembe"", ""right"", ""dundun"", ""left""]",no,yes/no,2
train,0,39,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""bass"", ""left"", ""bass"", ""right""]",no,yes/no,2
train,250,9521,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""voice"", ""left"", ""voice"", ""right""]",no,yes/no,2
train,29,1183,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""bass"", ""left"", ""saxophone"", ""right""]",no,yes/no,2
train,248,9426,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""voice"", ""left"", ""voice"", ""right""]",no,yes/no,2
train,267,10233,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""guitar"", ""left"", ""bells"", ""right""]",no,yes/no,2
train,291,11158,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""piano"", ""left"", ""voice"", ""right""]",no,yes/no,2
train,247,9385,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""voice"", ""left"", ""voice"", ""right""]",no,yes/no,2
train,84,3200,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""guitar"", ""left"", ""drums"", ""right""]",no,yes/no,2
train,117,4644,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""shaker"", ""left"", ""guitar"", ""right""]",no,yes/no,2
train,194,7564,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""guitar"", ""left"", ""drum"", ""right""]",no,yes/no,2
train,253,9660,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""piano"", ""left"", ""voice"", ""right""]",no,yes/no,2
train,246,9338,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""voice"", ""left"", ""voice"", ""right""]",no,yes/no,2
train,102,4006,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""djembe"", ""right"", ""dundun"", ""left""]",no,yes/no,2
train,3,148,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""bass"", ""left"", ""bass"", ""right""]",no,yes/no,2
train,34,1368,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""violin"", ""right"", ""fiddle"", ""left""]",no,yes/no,2
train,227,8587,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""sitar"", ""left"", ""voice"", ""right""]",no,yes/no,2
train,256,9794,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""voice"", ""left"", ""voice"", ""right""]",no,yes/no,2
train,249,9474,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""voice"", ""left"", ""voice"", ""right""]",no,yes/no,2
train,33,1318,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""fiddle"", ""right"", ""fiddle"", ""left""]",no,yes/no,2
train,259,9946,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""voice"", ""left"", ""voice"", ""right""]",no,yes/no,2
train,254,9705,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""voice"", ""left"", ""voice"", ""right""]",no,yes/no,2
train,39,1518,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""banjo"", ""left"", ""fiddle"", ""right""]",no,yes/no,2
train,252,9608,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""voice"", ""left"", ""voice"", ""right""]",no,yes/no,2
train,2,107,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""bass"", ""left"", ""bass"", ""right""]",no,yes/no,2
train,89,3413,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""uillean pipe"", ""left"", ""fiddle"", ""right""]",no,yes/no,2
train,49,1867,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""guitar"", ""left"", ""glockenspiel"", ""right""]",no,yes/no,2
train,54,2057,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""djembe"", ""right"", ""djembe"", ""left""]",no,yes/no,2
train,305,11697,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""piano"", ""left"", ""voice"", ""right""]",no,yes/no,2
train,22,882,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""djembe"", ""right"", ""dundun"", ""left""]",no,yes/no,2
train,46,1734,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""violin"", ""left"", ""cello"", ""right""]",no,yes/no,2
train,93,3594,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""fiddle"", ""left"", ""accordion"", ""right""]",no,yes/no,2
train,122,4839,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""violin"", ""left"", ""piano"", ""right""]",yes,yes/no,2
train,99,3862,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""voice"", ""right"", ""double bass"", ""left""]",yes,yes/no,2
train,119,4727,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""piano"", ""left"", ""guitar"", ""right""]",yes,yes/no,2
train,62,2355,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""tuba"", ""right"", ""euphonium"", ""left""]",yes,yes/no,2
train,26,1073,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""qanun"", ""right"", ""outi"", ""left""]",yes,yes/no,2
train,91,3501,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""computer"", ""right"", ""piano"", ""left""]",yes,yes/no,2
train,104,4104,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""tsabouna"", ""right"", ""voice"", ""left""]",yes,yes/no,2
train,88,3373,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""outi"", ""left"", ""castanets"", ""right""]",yes,yes/no,2
train,251,9566,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""voice"", ""left"", ""voice"", ""right""]",yes,yes/no,2
train,96,3719,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""violin"", ""left"", ""cello"", ""right""]",yes,yes/no,2
train,159,6254,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""saxophone"", ""left"", ""drums"", ""right""]",yes,yes/no,2
train,9,414,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""guitar"", ""left"", ""bass"", ""right""]",yes,yes/no,2
train,113,4463,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""drum"", ""right"", ""outi"", ""left""]",yes,yes/no,2
train,106,4201,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""qanun"", ""right"", ""outi"", ""left""]",yes,yes/no,2
train,255,9749,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""voice"", ""right"", ""voice"", ""left""]",yes,yes/no,2
train,63,2395,Audio-Visual,Comparative,Is the <Object> on the <LR> louder than the <Object> on the <LR>?,"[""tuba"", ""right"", ""euphonium"", ""left""]",yes,yes/no,2
train,250,9520,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""drums""]",no,yes/no,2
train,74,2795,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""kendang"", ""saron""]",no,yes/no,2
train,260,9994,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""piano""]",no,yes/no,2
train,253,9659,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""piano""]",no,yes/no,2
train,112,4416,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""saxophone""]",no,yes/no,2
train,3,147,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""bass"", ""drums""]",no,yes/no,2
train,106,4200,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""qanun"", ""outi""]",no,yes/no,2
train,24,972,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""djembe"", ""dundun""]",no,yes/no,2
train,0,38,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""bass"", ""drums""]",no,yes/no,2
train,107,4247,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""dundun"", ""djembe""]",no,yes/no,2
train,174,6749,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""laouto"", ""violin""]",no,yes/no,2
train,4,190,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""bass"", ""drums""]",no,yes/no,2
train,189,7340,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""trombone"", ""violin""]",no,yes/no,2
train,120,4772,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""double bass"", ""cello""]",no,yes/no,2
train,262,10088,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""piano""]",no,yes/no,2
train,204,7911,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""guitar""]",no,yes/no,2
train,251,9565,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""synthesizer""]",no,yes/no,2
train,246,9337,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""piano""]",no,yes/no,2
train,160,6298,Audio,Comparative,Is the <Object> playing longer than the <Object>? ,"[""voice"", ""guitar""]",no,yes/no,2
